text,label,type,source,dataset
ta photo elle va faire un voyage,0,,role_playing_game,cyberado
t mauvais,0,,role_playing_game,cyberado
Supprime cette photo David avant que je te moullone,0,,role_playing_game,cyberado
"STOP PAUL ! STOP LEO ! ET JULIE, on va régler ça en FACE2FACE j'en peux PLUS !",0,,role_playing_game,cyberado
"srx la on va parler du faites que vous etes 3 a pas avoir de vies et vous vous dechainez sur une meuf qui a rien demander sur c'est origine qui a les meme droits que vous et qui esseye juste de pas creuver avec faut insulte allez tous passer sous un pont , et vous irrai mieux",0,,role_playing_game,cyberado
" silvia va ken hebert il a l'air detre chaud vu que toi ca te"" derange pas",1,,role_playing_game,cyberado
si t'avais pas envoyé ma photo on en serait pas là pauline,0,,role_playing_game,cyberado
Si elle est mauvaise au pieu c'est pas de ma faute,1,,role_playing_game,cyberado
salut majorie la jalouse tu vas bien,1,,role_playing_game,cyberado
"Salut Adri,  ça va?",0,,role_playing_game,cyberado
personne veut etre ami avec toi tqt elle va vouloir nous pecho la collg,1,,role_playing_game,cyberado
pauline tu devais nous réconciller lol,0,,role_playing_game,cyberado
part devant paert derriere part touys les coter,0,,role_playing_game,cyberado
"parle mieux de Soan, Diana sinon on vas t’envoyer une équipe",0,,role_playing_game,cyberado
on vas s'aimer sous une etoile ou sous un oreiller,0,,role_playing_game,cyberado
"on vas les voir Julie et Léa, je vous dis ils viendrons même pas",0,,role_playing_game,cyberado
on vas faire du sport et evite de tous faire sortir,0,,role_playing_game,cyberado
on va vous détruire,0,,role_playing_game,cyberado
on va venir à plusieurs,0,,role_playing_game,cyberado
on va faire desmontages tu as te retrouver à poil sur internet ptddrrrr,1,,role_playing_game,cyberado
on va dire a un gadjo de la violer sa va lui remettre les idée en place,1,,role_playing_game,cyberado
tu voit ta bite debout ?,1,,role_playing_game,cyberado
pas les bites ca c sur,0,,role_playing_game,cyberado
Je n'ai pas une petite bite ! ,0,,role_playing_game,cyberado
Diana je sais ou t’habite,0,,role_playing_game,cyberado
allo mme est homophobe,0,,role_playing_game,cyberado
laissé la tranquille elle n'est pas avec elle elle vous a dit,0,,role_playing_game,cyberado
mais ya eu des photos pk elle mito,0,,role_playing_game,cyberado
grave on a tous vu,0,,role_playing_game,cyberado
grave abuser vous me degoutez,0,,role_playing_game,cyberado
putain mais laissez nous tranquille jvous dis qu'on est pas ensemble point,0,,role_playing_game,cyberado
wshhh elodie dit leur on a vu leur sal photo,0,,role_playing_game,cyberado
tu sais dire d'autres choses à part ça ?,0,,role_playing_game,cyberado
anna bebe t ou,0,,role_playing_game,cyberado
ça se fait pas en plus de prendre en photos,0,,role_playing_game,cyberado
assume c pas compliquer,0,,role_playing_game,cyberado
taimes lesfilles,0,,role_playing_game,cyberado
"y'a rien à assumer,  puisqu'y a r",0,,role_playing_game,cyberado
burk sa me degoute,0,,role_playing_game,cyberado
elle etait juste en train de la rassurer cest rien,0,,role_playing_game,cyberado
qui les supp du groupe la,0,,role_playing_game,cyberado
enfiiin,0,,role_playing_game,cyberado
me degoute,0,,role_playing_game,cyberado
"on est pas ensemble déjà puis même si c'était le cas,  ça ne te regarde pas et je vois pas en quoi ça te concerne",0,,role_playing_game,cyberado
on sen blkkkkk mais fort,0,,role_playing_game,cyberado
bah alors tais-toi et laisse-nous vivre,1,,role_playing_game,cyberado
faut assumer frr,0,,role_playing_game,cyberado
mais c'est pas notre pote  deja,0,,role_playing_game,cyberado
ça te dérange si c'était le cas ?,0,,role_playing_game,cyberado
mais calmez-vous chaqu'un s'est préférence,0,,role_playing_game,cyberado
on va bien se marrer,0,,role_playing_game,cyberado
graaave,0,,role_playing_game,cyberado
mais grave wlh,0,,role_playing_game,cyberado
mais t'es une grande malade toi,0,,role_playing_game,cyberado
un zizi pas de chatte,0,,role_playing_game,cyberado
t'as des problèmes pour dire des choses pareil,0,,role_playing_game,cyberado
:') :') :') :') :') :'),0,,role_playing_game,cyberado
tu te rends compte de ce que tu dis là ??,0,,role_playing_game,cyberado
je rigole roh,0,,role_playing_game,cyberado
un peu d'humour,0,,role_playing_game,cyberado
"mais arréter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca",0,,role_playing_game,cyberado
ouais arthur xsh t sah,1,,role_playing_game,cyberado
mais grave putain c chaud,0,,role_playing_game,cyberado
laissé la tranquille elle a le droit d'aimer qui elle veut,0,,role_playing_game,cyberado
c une blague les gens qui retournent leur veste la tous des hypocrites la,0,,role_playing_game,cyberado
mais grave que des traitres,0,,role_playing_game,cyberado
on est pas de fucking monde,0,,role_playing_game,cyberado
"si vous ne disiez pas n'importe quoi aussi,  les gens seraient peut-êtr eun peu avec vous",0,,role_playing_game,cyberado
ptddddrrrrrrr mais la blague,0,,role_playing_game,cyberado
tchaoooooo,0,,role_playing_game,cyberado
allez-y dégagez nous vous allez faire quoi ?,1,,role_playing_game,cyberado
stop reviens bb,0,,role_playing_game,cyberado
c'est les homophobes qu'on dégage pas nous,0,,role_playing_game,cyberado
GRAVE jsuis daccord,0,,role_playing_game,cyberado
yanis t'es bourré?,0,,role_playing_game,cyberado
brice tu es mechant,0,,role_playing_game,cyberado
brice t'es vraiment très gros,1,,role_playing_game,cyberado
...,0,,role_playing_game,cyberado
okok,0,,role_playing_game,cyberado
frapper vous dans vrai vie au lieu d'être derriere un écran,0,,role_playing_game,cyberado
david calme toi,0,,role_playing_game,cyberado
vous voulez que jje me jette d'un pont,0,,role_playing_game,cyberado
ouais javoue yanis a raison,0,,role_playing_game,cyberado
ok pour le pont,0,,role_playing_game,cyberado
nan nan tinquiète brice pas de prob,0,,role_playing_game,cyberado
je vous mange tous,0,,role_playing_game,cyberado
brice jette toi,0,,role_playing_game,cyberado
Brice bien jouer pour ton role lorsque tu as fait la boule dans indiana jones,1,,role_playing_game,cyberado
nan c'est fort boyard,0,,role_playing_game,cyberado
oe on sais que tu mange beacoup,0,,role_playing_game,cyberado
vous ete pas genti.,0,,role_playing_game,cyberado
qui pour un kebab ?,0,,role_playing_game,cyberado
" il manque un ""l""",0,,role_playing_game,cyberado
toi aussi gros porc,1,,role_playing_game,cyberado
brice eeeooooo,0,,role_playing_game,cyberado
Okkkk cest bon vous me faites chier je vais poster encore plus de photo de mon petit cheri francois,0,,role_playing_game,cyberado
au pire on mange Brice y'a de quoi manger pour trois jour,1,,role_playing_game,cyberado
pas du tout on nourrit toute l afrique pendant 3 ans,1,,role_playing_game,cyberado
bon aller les gars jme taille vous foutez la honte,0,,role_playing_game,cyberado
bon enlevez cette photo,0,,role_playing_game,cyberado
sinon,0,,role_playing_game,cyberado
commence par te lever,1,,role_playing_game,cyberado
je vous aimes les gars p'tin,0,,role_playing_game,cyberado
hy,0,,role_playing_game,cyberado
👋,0,,role_playing_game,cyberado
Salut,0,,role_playing_game,cyberado
salut,0,,role_playing_game,cyberado
non m'en branle va la salle de sport,1,,role_playing_game,cyberado
ok on est avec toi Adrien,0,,role_playing_game,cyberado
pq vous dites ça?,0,,role_playing_game,cyberado
déja toi sylvia me parle pas,0,,role_playing_game,cyberado
pq tu dis ça?,0,,role_playing_game,cyberado
euh quelle soirée?,0,,role_playing_game,cyberado
c'est clair tu abuses !,0,,role_playing_game,cyberado
calme toi adri,0,,role_playing_game,cyberado
t'as un problème ?,0,,role_playing_game,cyberado
oui c toi,0,,role_playing_game,cyberado
commence pas a parler d elle comme ca,0,,role_playing_game,cyberado
C pas de sa faute c Lucas,0,,role_playing_game,cyberado
c'est quoi ton fucking pblm,0,,role_playing_game,cyberado
nicolas tu vas trop loin la,0,,role_playing_game,cyberado
merci Soan,0,,role_playing_game,cyberado
*dans le miroir,0,,role_playing_game,cyberado
achète un bescherelle,0,,role_playing_game,cyberado
Les gars faut pas en faire toute une histoire calmez vous,0,,role_playing_game,cyberado
de quoi on parle merde?,0,,role_playing_game,cyberado
"on est pas gouines,  je lui tenais la main pour la réconforter y a quoi ? laissez-nous vivre",0,,role_playing_game,cyberado
tu as embrasser Lucas alors que sophia est ta pote !,0,,role_playing_game,cyberado
tu as foutu la merde dans leurs couple,0,,role_playing_game,cyberado
c'est dégeulasse,0,,role_playing_game,cyberado
bravo. je te complimente,0,,role_playing_game,cyberado
c'est Lucas qui a mis sa langue dans ma bouche donc déjà tu redescends,0,,role_playing_game,cyberado
en plus tu dis que c'est sa faute,0,,role_playing_game,cyberado
j'y peux rien si elle est pas foutue de tenir son mec,0,,role_playing_game,cyberado
Avec ta mère Adrien,0,,role_playing_game,cyberado
sa faute*,0,,role_playing_game,cyberado
Arreter laisser la tranquille elle a rien fait,0,,role_playing_game,cyberado
Puis ça arrive,0,,role_playing_game,cyberado
San tas rien fait et ne fait rien mnt,0,,role_playing_game,cyberado
Il a mis sa langue dans ma bouche j'ai rien fait pour la retirer mais faut te calmùer avec les insultes,0,,role_playing_game,cyberado
soan,0,,role_playing_game,cyberado
c'est pas cool,0,,role_playing_game,cyberado
non sa arrive pas elle ne peux pas se trouver un mec sans foutre le couple des autres en l'air !,1,,role_playing_game,cyberado
la réconforter et lka galoche après,0,,role_playing_game,cyberado
arrete de mentir,0,,role_playing_game,cyberado
Elle a pas réfléchit puis Lucas à sa part de responsabilité,0,,role_playing_game,cyberado
merci Herbert,0,,role_playing_game,cyberado
plus rien à dire?,0,,role_playing_game,cyberado
"oula,  t'attaques?",0,,role_playing_game,cyberado
il voulait pas LUI!,0,,role_playing_game,cyberado
en fcs ça donne quoi Einstein?,1,,role_playing_game,cyberado
Oh calmez-vous on est quand même pote tout de même,0,,role_playing_game,cyberado
je le pensais mais bon,0,,role_playing_game,cyberado
je suis pas potes avec des aguicheuse pareil ! je voudrait pas qu'on me pennes attentionner mon copain,1,,role_playing_game,cyberado
tais-toi,0,,role_playing_game,cyberado
attentionnellement*,0,,role_playing_game,cyberado
je pique les mecs moi apparement,0,,role_playing_game,cyberado
j'ai pas besoin de savoir lire,0,,role_playing_game,cyberado
ouais,0,,role_playing_game,cyberado
ohhh ca part bien,0,,role_playing_game,cyberado
c'est ton père qui les paie,0,,role_playing_game,cyberado
et apres tu leur donne des MST,0,,role_playing_game,cyberado
personne oblige ta soeur à savoir lire non plus,1,,role_playing_game,cyberado
le mien il a de l argent au moins,0,,role_playing_game,cyberado
et il apie,0,,role_playing_game,cyberado
paie,0,,role_playing_game,cyberado
c'est bon chacun fait ce qu'il veut aucune d'entre vous n'aimerait faire faire insulter alors pourquoi vous continuer,0,,role_playing_game,cyberado
il a pas besoin d'aller au bar,0,,role_playing_game,cyberado
il leur paie des apparts privés,0,,role_playing_game,cyberado
ça se voit vous êtes pas des potes si ça vous est jamais de réconforter votre pote,0,,role_playing_game,cyberado
après c'est pas difficile savoir où t'es pendant la nuit,0,,role_playing_game,cyberado
de où je suis une connasse?,0,,role_playing_game,cyberado
Adri calme-toi ça sert à rien de sénerver,0,,role_playing_game,cyberado
alors plus rien à dire Silvia?,0,,role_playing_game,cyberado
écoute si tu es frustré pcq tu en as une mini c'est pas de ma faute,1,,role_playing_game,cyberado
t'es sérieuse? en plus tu continue,0,,role_playing_game,cyberado
te mele pas de ca herbert,0,,role_playing_game,cyberado
On se calme arreter de l'attaquer tout le temps a la fin,0,,role_playing_game,cyberado
Tkt Soan ils me font pitié,0,,role_playing_game,cyberado
tu prend tout ton temps pour embrasser des mecs en couple c'est sa ?,0,,role_playing_game,cyberado
tu as trouver une nouvelle cible ?,0,,role_playing_game,cyberado
tu veux que j'essaie le tien?,0,,role_playing_game,cyberado
viens la voir et verrai quel fera plus mal que ce que tu crois,0,,role_playing_game,cyberado
t encore pucelle et tu parle avec moi,1,,role_playing_game,cyberado
Parle bien fils,1,,role_playing_game,cyberado
herbert arrete,0,,role_playing_game,cyberado
t'es venu au nom de dieu Herbert?,0,,role_playing_game,cyberado
bien ouej adri,0,,role_playing_game,cyberado
ne te mele pas plus,0,,role_playing_game,cyberado
tu veux quoi herbert qu'elle t'embrasse aussi ?,0,,role_playing_game,cyberado
tu la kiffe cette pétasse ?,1,,role_playing_game,cyberado
allé un nouveau client pour toi Silvia,1,,role_playing_game,cyberado
tout sa parce que t'es jalouse de leurs amour connasse,1,,role_playing_game,cyberado
félicitations,0,,role_playing_game,cyberado
c'est toi qui se mele,0,,role_playing_game,cyberado
Je veux juste que ça sarange,0,,role_playing_game,cyberado
c vrai herbert il est nien il a pas pécho le mec de sophie luii!!!!!!,1,,role_playing_game,cyberado
tu dois kiffer,0,,role_playing_game,cyberado
ban t ou sylvia on t entend plus,1,,role_playing_game,cyberado
sylvia ouuouuu?,1,,role_playing_game,cyberado
pas plus que toi Soan,0,,role_playing_game,cyberado
laiisser,0,,role_playing_game,cyberado
Alors Silvia?,0,,role_playing_game,cyberado
Les gars vous tourné pas contre moi,0,,role_playing_game,cyberado
merde,0,,role_playing_game,cyberado
donc on en était où?,0,,role_playing_game,cyberado
tkt pas Silvia ce sont que des cons,0,,role_playing_game,cyberado
ah oui,0,,role_playing_game,cyberado
"C'est bon au pire laissez la et on passe à autre chose, vous faites quoi ce week-end ?",0,,role_playing_game,cyberado
Adrien,0,,role_playing_game,cyberado
moi j'avais rien demandé,0,,role_playing_game,cyberado
 ;;;,0,,role_playing_game,cyberado
michel tu vas finir plus bas que terre toiausssi,1,,role_playing_game,cyberado
"c'est parce qu'il a eu une vrai leçon, lui aussi il piquer les meufs des autres ?",1,,role_playing_game,cyberado
il pourras pas t acheter de tel,0,,role_playing_game,cyberado
le tien oui,0,,role_playing_game,cyberado
respecter sa famille puatin,0,,role_playing_game,cyberado
et pq tu me traites de pute?,0,,role_playing_game,cyberado
cest pas respectable,0,,role_playing_game,cyberado
techniquement mon père était comptable,0,,role_playing_game,cyberado
mais si tu veux,0,,role_playing_game,cyberado
il s est suicider,0,,role_playing_game,cyberado
il les collectionnent,0,,role_playing_game,cyberado
Et ta soeur elle veut meme plus te voir Adrien alors tait toi,0,,role_playing_game,cyberado
demande à ta mère comment elle arrive à te faire manger,0,,role_playing_game,cyberado
mes tu va areter jimmy,0,,role_playing_game,cyberado
Mais oui...,0,,role_playing_game,cyberado
on m'insulte et je dois faire l'autruche,1,,role_playing_game,cyberado
t'as vu ça où?,0,,role_playing_game,cyberado
comme une autruche tu met ta tete dans des trou ?,1,,role_playing_game,cyberado
Ca commence a etre lourd la,0,,role_playing_game,cyberado
met ta tete entre tes cuisses a la place de prendre les mecs des autres,1,,role_playing_game,cyberado
boucje,0,,role_playing_game,cyberado
dans ma boche... Voilà qu'on devient raciste,0,,role_playing_game,cyberado
bravo,0,,role_playing_game,cyberado
les trous de la tienne sont plus larges vu les mecs qu'elle s'enfile,1,,role_playing_game,cyberado
tout doux les loups,0,,role_playing_game,cyberado
au moins j'arrive à me faire embrasse Diana,0,,role_playing_game,cyberado
Fermez vos geule à la fin laiisser la tranquille,0,,role_playing_game,cyberado
embrasser*,0,,role_playing_game,cyberado
jai pas besoin d'embrasser un mec en le forcant moi :),1,,role_playing_game,cyberado
c'est ton père qui te forçait,1,,role_playing_game,cyberado
bien ouej,0,,role_playing_game,cyberado
c'est pour ça que tu marches pas droit,1,,role_playing_game,cyberado
chaud,0,,role_playing_game,cyberado
tu as jamais reussis a marcher droit,1,,role_playing_game,cyberado
toi aussi tu marche pas droit parceque tu t fais demonter par ton pere,1,,role_playing_game,cyberado
faut pas attaquer les gens gratuitement,0,,role_playing_game,cyberado
pute,1,,role_playing_game,cyberado
faut suivre,0,,role_playing_game,cyberado
il est manque dans son cimetire,0,,role_playing_game,cyberado
Bonne nuit bisous,0,,role_playing_game,cyberado
allez vous faure foutre$,0,,role_playing_game,cyberado
"Tu parles j'ai adoré mdr,  t'es jalouse d emes résultats c'est tout",0,,role_playing_game,cyberado
Tu devrais faire un gros régime Zoé Si tu veux je t'aide :),1,,role_playing_game,cyberado
merde parle a lucas avant de hurler sur silvia$,0,,role_playing_game,cyberado
Marjorie ce n'est pas gentil de faire ca,0,,role_playing_game,cyberado
ohh lala vous etes mechante,0,,role_playing_game,cyberado
laissez-moi tranquille je vous ai rien demandé,0,,role_playing_game,cyberado
oui moi jalouse mdr jalouse de toi en plus,0,,role_playing_game,cyberado
meme une vache veut pas que ta bz,1,,role_playing_game,cyberado
zoé fait pas attention à ceux quelle dit,0,,role_playing_game,cyberado
evidemment que tu est jalouse de zoé et moi nous somme plus fortes que toi,0,,role_playing_game,cyberado
vous etes pas dans sa situation vous savez pas ce qu'elle vie,0,,role_playing_game,cyberado
tu n'a pas le droit de dire ce que les autre doivent faire,0,,role_playing_game,cyberado
tous a fait d'accord avec julien,0,,role_playing_game,cyberado
c'est toi qui insultes là calme-toi un peu,0,,role_playing_game,cyberado
ta geul toi meme majorie la *****,1,,role_playing_game,cyberado
je ne vbais pas me calme vous etes des viperes,0,,role_playing_game,cyberado
meme la police va rigoler à ce niveau la,0,,role_playing_game,cyberado
perdre du poid quelle ironie,0,,role_playing_game,cyberado
haha cest pas drole du touyt,0,,role_playing_game,cyberado
hahaha ce qui est marrant c'est de te voir nous envier,0,,role_playing_game,cyberado
a peine marcher elle a du mal,1,,role_playing_game,cyberado
mais allez vous faire voir et commencer par essayer d'avoir de meilleures notes que moi et on verra après pour parler,0,,role_playing_game,cyberado
il lui faut cess deux béquilles natasha et pauline,1,,role_playing_game,cyberado
deja on est pas con soan,0,,role_playing_game,cyberado
peut etre physiquement elle ne vous plaie pas mais moralement vous voulez tous etre comme elles,0,,role_playing_game,cyberado
Silvia comprend qu'on est énervé je te conseille de quitter la discussion,0,,role_playing_game,cyberado
un petit porc,1,,role_playing_game,cyberado
les filles soyer  gentille avec elle j'ai etait dasn sa situation est c'est vraiment pas facile,0,,role_playing_game,cyberado
On parle juste de ce qu'on voit,0,,role_playing_game,cyberado
et toi il te faut tes potes pour avoir de bonnes notes aux controles ????,0,,role_playing_game,cyberado
on donne notre avis,0,,role_playing_game,cyberado
je ne comprend pas pourquoi sa vous préocuppe autant sopn physique,0,,role_playing_game,cyberado
mdrrr les salles de sport sont fermer mais faire un tpur de la ville je croi que cest mieux,1,,role_playing_game,cyberado
en quoi sa vous dérange,0,,role_playing_game,cyberado
je suis d'acord avec michel,0,,role_playing_game,cyberado
ohhh lala tes mechanty lucvie,0,,role_playing_game,cyberado
et toi askip t'as besoin du soutien de ta pote pour m'insulter,0,,role_playing_game,cyberado
bien dit zoé,0,,role_playing_game,cyberado
XD XD,0,,role_playing_game,cyberado
je te soutien a fooonnnnnnd zoé,0,,role_playing_game,cyberado
AHHHHH JPP,0,,role_playing_game,cyberado
mdrrrr prenez rdv avec votre donneur de sperm avant de venir nous faire chier,1,,role_playing_game,cyberado
moin aussi je la soutien de ouf,0,,role_playing_game,cyberado
on dit que la verite elle na qua faire du sport,1,,role_playing_game,cyberado
nous au moins on est du coté des gentilles et non des mechant marjorie,0,,role_playing_game,cyberado
ta raison Lucie,0,,role_playing_game,cyberado
comme tout le monde donne son avis je me permet je pense que vous êtes juste complexé par vos propres physique et vous vous sentez tellement dans votre peaux que vous êtes obliger de dénigré les autre,0,,role_playing_game,cyberado
meme dans les bus on narrive pas a respire a cause d’elle,1,,role_playing_game,cyberado
je me sens tres bien dans ma peau je te rassure,0,,role_playing_game,cyberado
je suis completeemnt d'acord c'es juste des gros jaloux,0,,role_playing_game,cyberado
moi aussi tkt pas on ne fait que dire ce qu'on voit,0,,role_playing_game,cyberado
c'est à dire une buche qui roule sur le sol,1,,role_playing_game,cyberado
on dénigrent personne on donne juste notre AVIS,0,,role_playing_game,cyberado
bh si vous vous senté bien dasn vos peu comme vous le dites si bien arreter d'embeter les autre bh ton avis maorie tu te le met la ou je pense,0,,role_playing_game,cyberado
"laissez-nous tranquille avec nos problèmes de poids, on est au courant merci !",0,,role_playing_game,cyberado
ça c'est sur on arretera pas,0,,role_playing_game,cyberado
on a pas besoin de vous pour savoir qu'on a un problème parce que t'as rien d'autre à faire d eta vie j'imgaine,0,,role_playing_game,cyberado
"tu ferais mieux de réviser tes cours au lieu de passer ton temps à me harceler, tu perds ton temps grave",0,,role_playing_game,cyberado
harceler qqun t'apportera pas de métier je te rappelle,0,,role_playing_game,cyberado
bh on dirai pas,0,,role_playing_game,cyberado
on dirait pas trop...,0,,role_playing_game,cyberado
ça t'apporte quoi de l'insulter tu mexplique parce que je voit juste deux bouffons parler d'une situation qui les concerne pas,0,,role_playing_game,cyberado
mdrrr c'est sur,0,,role_playing_game,cyberado
critiquer le petit porc n'est pas a temps plein,1,,role_playing_game,cyberado
deja on gagne des sous en tarchelant mdrrr tes grose avoue,1,,role_playing_game,cyberado
je peux la denigrer un petit peu puis faire ma vie,0,,role_playing_game,cyberado
apparemment si puisque tu restes ici,0,,role_playing_game,cyberado
ecoute ce que soan dis et reviens après stp,0,,role_playing_game,cyberado
"ouah bravo la répartie,  tu t'améliores de jours en jours",0,,role_playing_game,cyberado
on a pas besoin de soan pour arreter,0,,role_playing_game,cyberado
on s'en fou royalement de votre vie,0,,role_playing_game,cyberado
ce que mon gosse sera ne te regarde pas qu'es ce que tu perles av ns la bouge de la,0,,role_playing_game,cyberado
on veut juste défoncer elle de zoé celle de zoé,1,,role_playing_game,cyberado
zoe = porc,1,,role_playing_game,cyberado
AHAHAH,0,,role_playing_game,cyberado
on n'y peut rien c comme ca,0,,role_playing_game,cyberado
non effectivement vous avez pas besoin de soan pour vous arreter il vous faut quelque choses de plus fors tels un psy,0,,role_playing_game,cyberado
elle est groose on le dit ya rien de mechant,1,,role_playing_game,cyberado
ouais et je le sais alors fou moi la paix,0,,role_playing_game,cyberado
bah oui on est sincere nous,0,,role_playing_game,cyberado
elle na qua fait une regime,0,,role_playing_game,cyberado
on est c'est aamis nous on dit la vérité,0,,role_playing_game,cyberado
"on fait pas les focus nous, hein michel",0,,role_playing_game,cyberado
si zoé = port bh lucie = chienne,1,,role_playing_game,cyberado
"ouais à part envoyer des photos des gens et te moquer d'eux je vois pas,  tu dois vraiment avoir une vie à chier pour passer ton temps ici et continuer de m'emmerder",0,,role_playing_game,cyberado
:') :') :') :') :') un tour de la ville sa tirais pour que tu maigris,1,,role_playing_game,cyberado
bh elle a suivi ton pere majorie c'est tout,0,,role_playing_game,cyberado
mdrr vas-y casse toi retiree la photo c'est bon,0,,role_playing_game,cyberado
mdrr tu vas regler rie,0,,role_playing_game,cyberado
av ton petit pors en guise d'animal de compagnie,1,,role_playing_game,cyberado
détruire vos vies,0,,role_playing_game,cyberado
eh vous vouler nous detruire avec quoi vous avez cru etre flic ou quoi,0,,role_playing_game,cyberado
ohhh lala sa chauffe,0,,role_playing_game,cyberado
zoé si elle a un animal de compagnie elle écrase sayer ya plus d'animal,1,,role_playing_game,cyberado
toi ferme là garde t'es propo pr topi,0,,role_playing_game,cyberado
on l'enterre,0,,role_playing_game,cyberado
c pour ca qu'elle est seule,0,,role_playing_game,cyberado
mddrr vas-y arrête,0,,role_playing_game,cyberado
ouais bah cours si tu veux pas que ça t'arrive,1,,role_playing_game,cyberado
olala j'ai peur,0,,role_playing_game,cyberado
"je me permet de vous posez une question, vous imaginez plus tard en train de dire a vos enfants que vous avez harcelé un personne à cause de son surpoids qu'est ce qui vous dit que vos enfants seront pas forcément dans vos critères de beauté donc vous devriez arrêt& de faire ça et consulter pour votre manque de confiance e vous",1,,role_playing_game,cyberado
bh elle est juste mature et elle s'aime tels qu'elle est,0,,role_playing_game,cyberado
je préfère avoir une philosophie a la con plutôt qu'être une bouffonne sans cervelle qui réfléchie meme pas au conséquence de ces paroles,0,,role_playing_game,cyberado
mais c une réelle questions,0,,role_playing_game,cyberado
et je préfère avoir des formes qu'être plate comme une planche à pain point,0,,role_playing_game,cyberado
je ne comprends pas aussi,0,,role_playing_game,cyberado
j'écoute pas ce que les connasses comme toi me disent c'est tout,1,,role_playing_game,cyberado
tant mieux pour toi moi aussi,0,,role_playing_game,cyberado
non sinon tu ne serais pas entrain de t'acharner sur les autres,0,,role_playing_game,cyberado
on est ravi zoe,0,,role_playing_game,cyberado
non les formes plste cest mieux que detre gropsse,1,,role_playing_game,cyberado
elle a confiance en elle pas comme toi,0,,role_playing_game,cyberado
mdrr tqt pas moi je peux faire du sport prendre la ou il faut toi meme en faisant du sport pendant 5ans t'arriverais pas,1,,role_playing_game,cyberado
je te signale que TU as commencé alors range-toi,0,,role_playing_game,cyberado
a perdre 3kilos,0,,role_playing_game,cyberado
:') :') :') :') faut mieux que tu maigrix,1,,role_playing_game,cyberado
et alors ? au moins j'ai de bonnes notes moi,0,,role_playing_game,cyberado
c'est quoi qui est drole natacha,0,,role_playing_game,cyberado
(natacha t'es supposée me soutenir),0,,role_playing_game,cyberado
passer sous le bureeau,1,,role_playing_game,cyberado
biensur cest drole ta pas vu son taille,1,,role_playing_game,cyberado
bah mais elle faut qu'elle s'entraine,0,,role_playing_game,cyberado
mdrr natacha elle me soutient,0,,role_playing_game,cyberado
sinon c'est ces notes qui vont maigrir,1,,role_playing_game,cyberado
bh lucie vue que tu est pros dans le domene montre lui comment faire,1,,role_playing_game,cyberado
ahhhh de fou,0,,role_playing_game,cyberado
elle toujours pas evidemment,0,,role_playing_game,cyberado
non je soutien harceleur,1,,role_playing_game,cyberado
