text;label;type;source;dataset
 Eh vzy 1v1 demain julie jv bz;1;injure;role_playing_game;cyberado
 elles ont cas pas s'afficher devant tout le monde c'est deguelasse;1;injure;role_playing_game;cyberado
 elles vont voir ce que c de ce faire peter le q;1;injure;role_playing_game;cyberado
 Ellian la merde ca sort du cul pas de la bouche;1;injure;role_playing_game;cyberado
 en faite tes vraiment une sap*lope silvia;1;injure;role_playing_game;cyberado
 en plus d'être en manque tu es un vampire?;1;injure;role_playing_game;cyberado
 enculé;1;injure;role_playing_game;cyberado
 ensuite tu es juste trop conne de croire ce teubé ;1;injure;role_playing_game;cyberado
 et  elle ten merde niker vos grand mere;1;injure;role_playing_game;cyberado
 je suis espagnol pardon de ne pas tout savoir connasse ;1;injure;role_playing_game;cyberado
 Les ptitrs connes on va se calmer parce qu'à part m'insulter sur mon physique vous savez rien faire;1;injure;role_playing_game;cyberado
 et elle ose ouvrir sa bouche de suceuse;1;injure;role_playing_game;cyberado
 Et Fatimah-Victime elle retourne dans son harem c'est ça ?;1;injure;role_playing_game;cyberado
 et laisse silvia et lucas faire leur vie mais bz ta mère;1;injure;role_playing_game;cyberado
 et petit con;1;injure;role_playing_game;cyberado
 et ta mère !;1;injure;role_playing_game;cyberado
 Et toi Sohpie tu es bien conne de croire tout ce qu'on te raconte;1;injure;role_playing_game;cyberado
 et toi ta vu ta gueule;1;injure;role_playing_game;cyberado
 et toi tu pu...;1;injure;role_playing_game;cyberado
 et wallah ta 10 ans zebiiii;1;injure;role_playing_game;cyberado
 et wee hein bien sur wallah au lieux de parler pour rien fdp;1;injure;role_playing_game;cyberado
 fatima arrete la mascarade on sait que toi t'es un autre delire toi tu fais la manche devant frr;1;injure;role_playing_game;cyberado
 fdp;1;injure;role_playing_game;cyberado
 ferme la;1;injure;role_playing_game;cyberado
 ferme la Brice;1;injure;role_playing_game;cyberado
 ferme ta gueule demande a ta mere il est pas si petit;1;injure;role_playing_game;cyberado
 ferme ta gueule jvais te faire bouffer ma bite;1;injure;role_playing_game;cyberado
 ferme ta gueule soan avec tes questions philosophiques à la con;1;injure;role_playing_game;cyberado
 ferme ton fiac on arrive pas a s'entendre;1;injure;role_playing_game;cyberado
 fermez vos gueules un peu;1;injure;role_playing_game;cyberado
 franchement tu devrais aller voire un médecin ;1;injure;role_playing_game;cyberado
 grave pas de crasseuse;1;injure;role_playing_game;cyberado
 hebert je vais te faire;1;injure;role_playing_game;cyberado
 hebert je vais te niquer on se fait un tete ?;1;injure;role_playing_game;cyberado
 herbert ta gueule stp;1;injure;role_playing_game;cyberado
 il etait pas d'accord avec les pédales non plus;1;injure;role_playing_game;cyberado
 il faut que tu t'entraine a sucer les profs pour rammener les bonnes notes;1;injure;role_playing_game;cyberado
 il pourra enculé ta mere la squellette;1;injure;role_playing_game;cyberado
 il se suce la bite entre eux ;1;injure;role_playing_game;cyberado
 ils ont mal au cul trnql;1;injure;role_playing_game;cyberado
 j'ai pas changer jte pisse juste dessus frr;1;injure;role_playing_game;cyberado
 j'ai vu le cul de ta soeur;1;injure;role_playing_game;cyberado
 je suis en train de te parler débile;1;injure;role_playing_game;cyberado
 Je te casse la bouche tu parleras plus jamais;1;injure;role_playing_game;cyberado
 je te crache dessus connard;1;injure;role_playing_game;cyberado
 Je v vs boter le cul;1;injure;role_playing_game;cyberado
 JE VAIS TE BRISER TES OS BOIRE TON SANG SALOPE;1;injure;role_playing_game;cyberado
 Je vais te defigurer ;1;injure;role_playing_game;cyberado
 je vais te niker tt tes mort toi ta daronne ton daron et ton fdp de Jimmy le gwer;1;injure;role_playing_game;cyberado
 je vais te retourner le trou de balle c’est tout ce qu’on vas faire;1;injure;role_playing_game;cyberado
 jim baiz tes mortd;1;injure;role_playing_game;cyberado
 Jim: fais gaffe à ton cul alors,  je pourrais peut etre sauter sur toi..;1;injure;role_playing_game;cyberado
" jimmy aucupe toi de ton cue que paul encule ;)";1;injure;role_playing_game;cyberado
 jje t'emmerde.;1;injure;role_playing_game;cyberado
 jmange ta mere surtout;1;injure;role_playing_game;cyberado
 jore ton pere le chauve;1;injure;role_playing_game;cyberado
 jules lvdm jvais tencule;1;injure;role_playing_game;cyberado
 jules toi aussi tu pue la merde;1;injure;role_playing_game;cyberado
 j'vais briser ton cul  comme ca </3;1;injure;role_playing_game;cyberado
 jvais te faire la guerre;1;injure;role_playing_game;cyberado
 jvais te peter les fchevilles t'entends;1;injure;role_playing_game;cyberado
 jvais te soulever;1;injure;role_playing_game;cyberado
 kehba de bitch;1;injure;role_playing_game;cyberado
 kehba de merde;1;injure;role_playing_game;cyberado
 la con de tes motrs;1;injure;role_playing_game;cyberado
 la daronne a Amine au cachaut hehe;1;injure;role_playing_game;cyberado
 la daronne a amine en levrette;1;injure;role_playing_game;cyberado
" la merde ca sort par le cul et pas par la bouche leo77 et Paul72 ;P";1;injure;role_playing_game;cyberado
 la pauline on voyait son cul et elle vient m harceler apres la;1;injure;role_playing_game;cyberado
 La triz qui traite les autres de teube;1;injure;role_playing_game;cyberado
 laisser silivia tranquille avant je vous encule bande de cave;1;injure;role_playing_game;cyberado
 le seul truc que jv enflammer c'est tes morts;1;injure;role_playing_game;cyberado
 le traite pas de puceau y ta bz dans les chiotte;1;injure;role_playing_game;cyberado
 Leo et Paul, vous n'êtes que des diarrhées verbales !;1;injure;role_playing_game;cyberado
 Les flics c des merdes il nous retrouveront jamais je suis sous VPN MDRRRRRR;1;injure;role_playing_game;cyberado
 ls trous de ta mere;1;injure;role_playing_game;cyberado
 lucas etait en couple et toi tu est tjr la tu fou la merde en plus tu savai;1;injure;role_playing_game;cyberado
 lucas jmen balek il a qu'a rester avec sa sophie c'est elle qui est moche;1;injure;role_playing_game;cyberado
 mais c'est toi la bouffone nn mais je reve;1;injure;role_playing_game;cyberado
 mais ferme la ta  vu ta gueule;1;injure;role_playing_game;cyberado
 Mais ferme ta gueule;1;injure;role_playing_game;cyberado
 mais ferme ta gueule ?;1;injure;role_playing_game;cyberado
 mais jules je vais te dechirer noublie pas je venu chez toi;1;injure;role_playing_game;cyberado
 mais jvais serre bande de trdc;1;injure;role_playing_game;cyberado
 mais Lucas il pue la merde sérieux;1;injure;role_playing_game;cyberado
 mais michel frere tas vu ton prénom pour commenc&é;1;injure;role_playing_game;cyberado
 mais quelle merde;1;injure;role_playing_game;cyberado
 mais ta gueule putain tu boites tellement tu te fais défoncer;1;injure;role_playing_game;cyberado
 Mais ta race toi putain;1;injure;role_playing_game;cyberado
 mais vous allez trop loin,  vous dites n'importes quoi alors vous méritez les deux connasses;1;injure;role_playing_game;cyberado
 Martine tu fermes ta bouche;1;injure;role_playing_game;cyberado
 martinz la connasse;1;injure;role_playing_game;cyberado
 mdr  tu ma bien tuer mais ca va comment les séances de réducation ? tarrive a remarcher ??;1;injure;role_playing_game;cyberado
 mdrrr cest toi le petit puceau fragile qui parle;1;injure;role_playing_game;cyberado
 mellez-vous de votre cul;1;injure;role_playing_game;cyberado
 même une aveugle cul de jatte serait pas excitée par toi;1;injure;role_playing_game;cyberado
 mes les toi ou je pense tes screen;1;injure;role_playing_game;cyberado
 MOI JVOUS BZ MOI;1;injure;role_playing_game;cyberado
 moi silvia on est les plus belle bande de fdp;1;injure;role_playing_game;cyberado
 Mon poing dans ta gueule va etre tout aussi drole Théo;1;injure;role_playing_game;cyberado
 nan mais francois tu nous dira ce que ca fait d'etre une petite merde comme ca hein;1;injure;role_playing_game;cyberado
 nike ta mere connard;1;injure;role_playing_game;cyberado
 non avec toi on perd jamais notre temps sale boufon;1;injure;role_playing_game;cyberado
 non bz t morts david;1;injure;role_playing_game;cyberado
 ntm tu c pa ekrire;1;injure;role_playing_game;cyberado
 occupe toi de ton cul;1;injure;role_playing_game;cyberado
 oe pure merde;1;injure;role_playing_game;cyberado
 ohh vos mere les salope;1;injure;role_playing_game;cyberado
 ohhhh viens essaie mon cul il s'ouvre pas pour toi dsl;1;injure;role_playing_game;cyberado
 on arrete rien du tout pk elle assume pas cette salopeee ;1;injure;role_playing_game;cyberado
 on devrais l'emener dans un hopital c mieux ;1;injure;role_playing_game;cyberado
 on est content pour toi mais juste ferme la;1;injure;role_playing_game;cyberado
 on est purs nous;1;injure;role_playing_game;cyberado
 on les merdes comme vous ya pas a vous respecter;1;injure;role_playing_game;cyberado
 on lui faire sucer des bite;1;injure;role_playing_game;cyberado
 on va devoir te coudre la bouche;1;injure;role_playing_game;cyberado
 on va pas arreter c que le debut on va t'harceler toute la vie on va venir devant chez toi on va te bz;1;injure;role_playing_game;cyberado
 on va pas de sa iciiiii merde;1;injure;role_playing_game;cyberado
 on va te faire tournee dans tout le quartier;1;injure;role_playing_game;cyberado
 on va te mmeler;1;injure;role_playing_game;cyberado
 on va te prendre en moulant ;1;injure;role_playing_game;cyberado
 on veut pas de sa ici;0;injure;role_playing_game;cyberado
 On vit sur la côte d'Azur espèce de teubé;1;injure;role_playing_game;cyberado
 OOOHHH JVAI TOUS VS NIKEZ STOP JAW;1;injure;role_playing_game;cyberado
 ou je vais t’attraper aussi;1;injure;role_playing_game;cyberado
 ou ou ou je m'appel Paul j'aime les bite;1;injure;role_playing_game;cyberado
 Oui as part moi connard MDR;1;injure;role_playing_game;cyberado
 oyé tous repostez en story les photos de la negre;1;injure;role_playing_game;cyberado
 pas besoin pour savoir que ta tt les mst de la tere;1;injure;role_playing_game;cyberado
 PAS HOMME HOMME;1;injure;role_playing_game;cyberado
 personne te la suce la tienne;1;injure;role_playing_game;cyberado
 petasse...;1;injure;role_playing_game;cyberado
 petite bite;1;injure;role_playing_game;cyberado
 pierre ca te fais pas kiffer de voir ce genre de petites merdes pleurer ;1;injure;role_playing_game;cyberado
 plus que toi en tant que chien de Sophie;1;injure;role_playing_game;cyberado
 ptdrrrr commee ta mere l'andicape;1;injure;role_playing_game;cyberado
 ptdrrrr punshline éclatées cousine oula non pas cousine esclave;1;injure;role_playing_game;cyberado
 ptn de triso;1;injure;role_playing_game;cyberado
 ptn mais t'es né d'un gangbang ou quoi;1;injure;role_playing_game;cyberado
 putain t vmt conne;1;injure;role_playing_game;cyberado
 quand tu fermeras ta gueule;1;injure;role_playing_game;cyberado
 quelle photo povr merde;1;injure;role_playing_game;cyberado
 questuveux toi ferme la ;1;injure;role_playing_game;cyberado
 rentre chez toi tu sers a r vrmt degage;1;injure;role_playing_game;cyberado
 retourne te faire enculer par un singe;1;injure;role_playing_game;cyberado
 retournez dans votre ferme traire vos meres;1;injure;role_playing_game;cyberado
 retournez sucer lucas et sophie;1;injure;role_playing_game;cyberado
 sa ma dit que tu suce bien en plus avec la video qui a tourner fdp;1;injure;role_playing_game;cyberado
 sale boufonne parle mieux;1;injure;role_playing_game;cyberado
 sale chien;1;injure;role_playing_game;cyberado
 Sale mouton Diana;1;injure;role_playing_game;cyberado
 sale trdc perdu;1;injure;role_playing_game;cyberado
 salope;1;injure;role_playing_game;cyberado
 salope ;1;injure;role_playing_game;cyberado
 salope ! tu t vu ?;1;injure;role_playing_game;cyberado
 saloperie;1;injure;role_playing_game;cyberado
 Salut les cons!;1;injure;role_playing_game;cyberado
 si je sert a regler vos problemes de merde;1;injure;role_playing_game;cyberado
 Si le savoir est une arme et bas bz ta mère;1;injure;role_playing_game;cyberado
 silvia on va debarquer chez toi tu vas voir;1;injure;role_playing_game;cyberado
 silvia t'es morte.;1;injure;role_playing_game;cyberado
 Sophie doit aller s'acheter un cerveau;1;injure;role_playing_game;cyberado
 Sophie tu devrais t'occuper d'Adrien il en peut plus d'agiter la queue$;1;injure;role_playing_game;cyberado
 suce ma bite jules;1;injure;role_playing_game;cyberado
 suce moi;1;injure;role_playing_game;cyberado
 suicide toi brice et fais nous un tuto quand tu va te pendre;1;injure;role_playing_game;cyberado
 t conne;1;injure;role_playing_game;cyberado
 T mort;1;injure;role_playing_game;cyberado
 ta gueule tu defends une salope;1;injure;role_playing_game;cyberado
 ta mere la brochettes;1;injure;role_playing_game;cyberado
 ta mere la reine des salope ;1;injure;role_playing_game;cyberado
 ta mere me suce les couille Brice;1;injure;role_playing_game;cyberado
 t'aime les bites de noir fait pas genre;1;injure;role_playing_game;cyberado
 t'as cas crever;1;injure;role_playing_game;cyberado
 T'as enfin fermé ta gueule?;1;injure;role_playing_game;cyberado
 t'as rien à dire sous merde;1;injure;role_playing_game;cyberado
 tbrice tu es une merde;1;injure;role_playing_game;cyberado
 Techniquement le sac à MST c'est pas moi...;1;injure;role_playing_game;cyberado
 teresa fais comme fatima ferme la;1;injure;role_playing_game;cyberado
 t'es blanche comme un cul tyu crois t'es mieux julie ?;1;injure;role_playing_game;cyberado
 t'es nul enfaite;1;injure;role_playing_game;cyberado
